Time outerCorrector residual
0.0466 1 0.182151
0.0466 2 0.181972
0.0466 3 0.0277187
0.0466 4 0.0493656
0.0466 5 0.00248081
0.0466 6 0.00144168
0.0466 7 0.00053406
0.0466 8 0.000149658
0.0466 9 5.15646e-05
0.0468 1 0.356144
0.0468 2 0.355842
0.0468 3 0.026973
0.0468 4 0.0272458
0.0468 5 0.0132546
0.0468 6 0.00209901
0.0468 7 0.000751945
0.0468 8 0.000268689
0.0468 9 3.86929e-05
0.047 1 0.626849
0.047 2 0.626263
0.047 3 0.0541315
0.047 4 0.0360931
0.047 5 0.0174838
0.047 6 0.00376847
0.047 7 0.000562285
0.047 8 0.000253565
0.047 9 0.000129888
0.047 10 1.78671e-05
0.0472 1 0.82513
0.0472 2 0.824383
0.0472 3 0.086113
0.0472 4 0.0941173
0.0472 5 0.031993
0.0472 6 0.00385996
0.0472 7 0.00186074
0.0472 8 0.000321001
0.0472 9 7.22843e-05
0.0474 1 0.604108
0.0474 2 0.603593
0.0474 3 0.0675689
0.0474 4 0.0832544
0.0474 5 0.0223095
0.0474 6 0.00141455
0.0474 7 0.00095466
0.0474 8 0.000339618
0.0474 9 0.000314185
0.0474 10 0.000186362
0.0474 11 6.35498e-05
0.0476 1 0.384037
0.0476 2 0.383727
0.0476 3 0.044049
0.0476 4 0.0588873
0.0476 5 0.0128811
0.0476 6 0.000680229
0.0476 7 0.000464065
0.0476 8 0.000191512
0.0476 9 5.35989e-06
0.0478 1 0.236677
0.0478 2 0.236514
0.0478 3 0.0262904
0.0478 4 0.0375491
0.0478 5 0.0066339
0.0478 6 0.000495008
0.0478 7 0.000238122
0.0478 8 0.000145305
0.0478 9 1.70597e-05
0.048 1 0.125295
0.048 2 0.125248
0.048 3 0.0129394
0.048 4 0.0207826
0.048 5 0.0019981
0.048 6 0.000403668
0.048 7 0.000192657
0.048 8 0.000121779
0.048 9 3.21287e-06
0.0482 1 0.0269226
0.0482 2 0.0268976
0.0482 3 0.0086601
0.0482 4 0.0145556
0.0482 5 0.000609144
0.0482 6 0.000223829
0.0482 7 0.000140301
0.0482 8 4.76637e-05
0.0484 1 0.0759509
0.0484 2 0.0758777
0.0484 3 0.00957715
0.0484 4 0.0155944
0.0484 5 0.00122935
0.0484 6 0.000715179
0.0484 7 0.000387438
0.0484 8 0.000247705
0.0484 9 0.000112993
0.0484 10 1.99208e-05
0.0486 1 0.20375
0.0486 2 0.203554
0.0486 3 0.0185285
0.0486 4 0.0123014
0.0486 5 0.00986619
0.0486 6 0.00110205
0.0486 7 0.000525871
0.0486 8 8.54152e-05
0.0488 1 0.390323
0.0488 2 0.389974
0.0488 3 0.0353761
0.0488 4 0.0173573
0.0488 5 0.00897861
0.0488 6 0.00475805
0.0488 7 0.00157653
0.0488 8 0.000635929
0.0488 9 0.000291479
0.0488 10 5.57649e-06
0.049 1 0.678788
0.049 2 0.678146
0.049 3 0.0567935
0.049 4 0.0333051
0.049 5 0.0265274
0.049 6 0.00262625
0.049 7 0.000941097
0.049 8 0.000562313
0.049 9 0.00037917
0.049 10 9.42651e-05
0.0492 1 0.833754
0.0492 2 0.83294
0.0492 3 0.0681911
0.0492 4 0.0631849
0.0492 5 0.0371318
0.0492 6 0.00263845
0.0492 7 0.0011289
0.0492 8 0.00012772
0.0492 9 6.20124e-05
0.0494 1 0.580281
0.0494 2 0.579716
0.0494 3 0.0561318
0.0494 4 0.0837038
0.0494 5 0.0151967
0.0494 6 0.0042166
0.0494 7 0.00133257
0.0494 8 0.000251412
0.0494 9 4.68359e-05
0.0496 1 0.365504
0.0496 2 0.365155
0.0496 3 0.0505967
0.0496 4 0.0885967
0.0496 5 0.00724071
0.0496 6 0.00325473
0.0496 7 0.000828018
0.0496 8 0.000300142
0.0496 9 8.8419e-05
0.0498 1 0.222978
0.0498 2 0.222816
0.0498 3 0.0499585
0.0498 4 0.0887377
0.0498 5 0.00478111
0.0498 6 0.00214627
0.0498 7 0.000764292
0.0498 8 0.000314392
0.0498 9 0.00017393
0.0498 10 6.24592e-05
0.05 1 0.115109
0.05 2 0.115102
0.05 3 0.0578658
0.05 4 0.0754513
0.05 5 0.00325108
0.05 6 0.00125551
0.05 7 0.000576282
0.05 8 0.000290958
0.05 9 4.19372e-05
0.0502 1 0.0378744
0.0502 2 0.0378385
0.0502 3 0.0732051
0.0502 4 0.00558593
0.0502 5 0.00106431
0.0502 6 0.000221993
0.0502 7 9.10621e-05
0.0504 1 0.107334
0.0504 2 0.107256
0.0504 3 0.0911146
0.0504 4 0.0655549
0.0504 5 0.00270529
0.0504 6 0.00126849
0.0504 7 0.000641703
0.0504 8 0.000251705
0.0504 9 6.3917e-05
0.0506 1 0.246666
0.0506 2 0.246491
0.0506 3 0.121997
0.0506 4 0.156389
0.0506 5 0.00666869
0.0506 6 0.0020503
0.0506 7 0.000952828
0.0506 8 0.00045386
0.0506 9 1.04178e-05
0.0508 1 0.476063
0.0508 2 0.475773
0.0508 3 0.175558
0.0508 4 0.264241
0.0508 5 0.0112471
0.0508 6 0.00297875
0.0508 7 0.00130201
0.0508 8 0.00064532
0.0508 9 4.62303e-05
0.051 1 0.905322
0.051 2 0.904616
0.051 3 0.266425
0.051 4 0.428602
0.051 5 0.0176641
0.051 6 0.0043618
0.051 7 0.00179402
0.051 8 0.000891673
0.051 9 0.000155737
0.051 10 1.87972e-06
0.0512 1 1
0.0512 2 0.99918
0.0512 3 0.277838
0.0512 4 0.46216
0.0512 5 0.0181923
0.0512 6 0.00463975
0.0512 7 0.00169365
0.0512 8 0.000861276
0.0512 9 0.00016383
0.0512 10 1.77528e-06
0.0514 1 0.609122
0.0514 2 0.608568
0.0514 3 0.178237
0.0514 4 0.300302
0.0514 5 0.0116286
0.0514 6 0.0036139
0.0514 7 0.00121851
0.0514 8 0.000597927
0.0514 9 6.18866e-05
0.0516 1 0.361797
0.0516 2 0.361486
0.0516 3 0.119477
0.0516 4 0.197051
0.0516 5 0.0080128
0.0516 6 0.00302464
0.0516 7 0.00104149
0.0516 8 0.000492132
0.0516 9 0.000223074
0.0516 10 6.50052e-05
0.0518 1 0.214461
0.0518 2 0.214318
0.0518 3 0.0908212
0.0518 4 0.134721
0.0518 5 0.0059173
0.0518 6 0.00255648
0.0518 7 0.000949542
0.0518 8 0.000408776
0.0518 9 0.000205751
0.0518 10 6.64488e-05
0.052 1 0.106369
0.052 2 0.106296
0.052 3 0.0797193
0.052 4 0.0718235
0.052 5 0.00278379
0.052 6 0.00129774
0.052 7 0.000640988
0.052 8 0.000264339
0.052 9 1.02849e-06
0.0522 1 0.0440752
0.0522 2 0.0440285
0.0522 3 0.0803525
0.0522 4 0.0124379
0.0522 5 0.00487031
0.0522 6 0.00103757
0.0522 7 0.000200585
0.0522 8 3.59959e-05
0.0524 1 0.133233
0.0524 2 0.133127
0.0524 3 0.092044
0.0524 4 0.0908478
0.0524 5 0.00379498
0.0524 6 0.00170878
0.0524 7 0.000796137
0.0524 8 0.000333981
0.0524 9 3.50389e-05
0.0526 1 0.295055
0.0526 2 0.294822
0.0526 3 0.122225
0.0526 4 0.180829
0.0526 5 0.00945285
0.0526 6 0.00392212
0.0526 7 0.00118402
0.0526 8 0.000450854
0.0526 9 0.000176012
0.0526 10 5.62268e-05
0.0528 1 0.61292
0.0528 2 0.612399
0.0528 3 0.197886
0.0528 4 0.322477
0.0528 5 0.0171345
0.0528 6 0.00618245
0.0528 7 0.0016495
0.0528 8 0.000650536
0.0528 9 0.000181151
0.0528 10 4.28278e-05
0.053 1 1
0.053 2 0.999079
0.053 3 0.320599
0.053 4 0.533881
0.053 5 0.027306
0.053 6 0.00837578
0.053 7 0.00239761
0.053 8 0.000935091
0.053 9 0.000263303
0.053 10 2.24895e-05
0.0532 1 1
0.0532 2 0.999083
0.0532 3 0.334347
0.0532 4 0.548642
0.0532 5 0.02641
0.0532 6 0.00776213
0.0532 7 0.00235549
0.0532 8 0.00105228
0.0532 9 0.000217146
0.0532 10 1.47413e-05
0.0534 1 0.619654
0.0534 2 0.619062
0.0534 3 0.230014
0.0534 4 0.358752
0.0534 5 0.016093
0.0534 6 0.00500048
0.0534 7 0.00168942
0.0534 8 0.000804983
0.0534 9 0.000111019
0.0534 10 7.3836e-06
0.0536 1 0.353279
0.0536 2 0.352965
0.0536 3 0.167789
0.0536 4 0.231636
0.0536 5 0.0096079
0.0536 6 0.00330597
0.0536 7 0.00132571
0.0536 8 0.00063236
0.0536 9 7.88705e-05
0.0538 1 0.206231
0.0538 2 0.206044
0.0538 3 0.142438
0.0538 4 0.142787
0.0538 5 0.00540984
0.0538 6 0.00232862
0.0538 7 0.00110959
0.0538 8 0.000437302
0.0538 9 4.56874e-05
0.054 1 0.103168
0.054 2 0.103034
0.054 3 0.13413
0.054 4 0.0454683
0.054 5 0.00224453
0.054 6 0.00141653
0.054 7 0.00038614
0.054 8 0.000137219
0.054 9 2.33339e-05
0.0542 1 0.0698039
0.0542 2 0.0696573
0.0542 3 0.138729
0.0542 4 0.0100674
0.0542 5 0.00254427
0.0542 6 0.000823793
0.0542 7 0.000259863
0.0542 8 9.55299e-05
0.0544 1 0.16906
0.0544 2 0.168897
0.0544 3 0.156618
0.0544 4 0.106637
0.0544 5 0.00355182
0.0544 6 0.0020375
0.0544 7 0.000879145
0.0544 8 0.000170614
0.0544 9 7.47671e-05
0.0546 1 0.354873
0.0546 2 0.354578
0.0546 3 0.201698
0.0546 4 0.246111
0.0546 5 0.00765972
0.0546 6 0.00298981
0.0546 7 0.00137191
0.0546 8 0.000545531
0.0546 9 1.72104e-05
0.0548 1 0.788935
0.0548 2 0.788272
0.0548 3 0.335206
0.0548 4 0.472869
0.0548 5 0.0152613
0.0548 6 0.00569005
0.0548 7 0.00210169
0.0548 8 0.000907225
0.0548 9 0.000137983
0.0548 10 7.16547e-06
0.055 1 1
0.055 2 0.999137
0.055 3 0.367409
0.055 4 0.59412
0.055 5 0.0207497
0.055 6 0.00727606
0.055 7 0.00234178
0.055 8 0.00107344
0.055 9 4.5193e-05
0.0552 1 1
0.0552 2 0.999168
0.0552 3 0.348583
0.0552 4 0.574328
0.0552 5 0.0217331
0.0552 6 0.00778422
0.0552 7 0.00228154
0.0552 8 0.000912697
0.0552 9 0.000228204
0.0552 10 2.09848e-05
0.0554 1 0.544283
0.0554 2 0.543773
0.0554 3 0.200055
0.0554 4 0.318603
0.0554 5 0.0128059
0.0554 6 0.00483203
0.0554 7 0.00143841
0.0554 8 0.00057412
0.0554 9 0.000165514
0.0554 10 3.77133e-05
0.0556 1 0.314784
0.0556 2 0.314555
0.0556 3 0.13889
0.0556 4 0.203272
0.0556 5 0.00847475
0.0556 6 0.00316228
0.0556 7 0.00111261
0.0556 8 0.000505785
0.0556 9 0.000149847
0.0556 10 3.23566e-05
0.0558 1 0.179012
0.0558 2 0.178931
0.0558 3 0.114656
0.0558 4 0.125006
0.0558 5 0.00522268
0.0558 6 0.00199978
0.0558 7 0.00087095
0.0558 8 0.000411039
0.0558 9 3.35871e-05
0.056 1 0.0806268
0.056 2 0.0806332
0.056 3 0.108051
0.056 4 0.0344709
0.056 5 0.00292139
0.056 6 0.0014469
0.056 7 0.000356682
0.056 8 0.000132668
0.056 9 2.71324e-06
0.0562 1 0.0728226
0.0562 2 0.0727843
0.0562 3 0.115427
0.0562 4 0.0223296
0.0562 5 0.0028832
0.0562 6 0.00122924
0.0562 7 0.000325803
0.0562 8 0.0001285
0.0562 9 1.37222e-05
0.0564 1 0.187425
0.0564 2 0.187389
0.0564 3 0.135924
0.0564 4 0.123168
0.0564 5 0.00608856
0.0564 6 0.00218297
0.0564 7 0.00102461
0.0564 8 0.000464487
0.0564 9 3.44428e-05
0.0566 1 0.3807
0.0566 2 0.380448
0.0566 3 0.180362
0.0566 4 0.230566
0.0566 5 0.0126967
0.0566 6 0.00360113
0.0566 7 0.00134667
0.0566 8 0.000671747
0.0566 9 6.22384e-05
0.0568 1 0.768242
0.0568 2 0.767603
0.0568 3 0.284327
0.0568 4 0.379056
0.0568 5 0.0215885
0.0568 6 0.00553238
0.0568 7 0.00180892
0.0568 8 0.000881734
0.0568 9 5.60379e-05
0.057 1 1
0.057 2 0.999042
0.057 3 0.321731
0.057 4 0.514571
0.057 5 0.0292474
0.057 6 0.00703596
0.057 7 0.0021837
0.057 8 0.00110233
0.057 9 0.000877538
0.057 10 0.000375458
0.057 11 6.22694e-05
0.0572 1 0.78157
0.0572 2 0.780837
0.0572 3 0.235184
0.0572 4 0.361852
0.0572 5 0.0189267
0.0572 6 0.00533592
0.0572 7 0.00153691
0.0572 8 0.00070479
0.0572 9 0.00014513
0.0572 10 1.15005e-05
0.0574 1 0.447789
0.0574 2 0.447403
0.0574 3 0.137707
0.0574 4 0.225945
0.0574 5 0.0108085
0.0574 6 0.00377504
0.0574 7 0.00114988
0.0574 8 0.000493956
0.0574 9 0.000134942
0.0574 10 3.22812e-05
0.0576 1 0.269808
0.0576 2 0.269571
0.0576 3 0.0958344
0.0576 4 0.153718
0.0576 5 0.00666161
0.0576 6 0.00288331
0.0576 7 0.00100132
0.0576 8 0.00043165
0.0576 9 0.000273451
0.0576 10 0.00010493
0.0576 11 1.54479e-06
0.0578 1 0.149375
0.0578 2 0.149256
0.0578 3 0.0773791
0.0578 4 0.102456
0.0578 5 0.00368539
0.0578 6 0.00184953
0.0578 7 0.000845703
0.0578 8 0.000319072
0.0578 9 5.45288e-05
0.058 1 0.0547741
0.058 2 0.0547096
0.058 3 0.070888
0.058 4 0.0260837
0.058 5 0.00330126
0.058 6 0.00135871
0.058 7 0.000357917
0.058 8 0.00012212
0.058 9 2.93701e-05
0.0582 1 0.0727992
0.0582 2 0.0727355
0.0582 3 0.0729012
0.0582 4 0.0449627
0.0582 5 0.00245444
0.0582 6 0.00113714
0.0582 7 0.000454324
0.0582 8 0.000144118
0.0582 9 9.41973e-06
0.0584 1 0.194972
0.0584 2 0.194838
0.0584 3 0.0853029
0.0584 4 0.124791
0.0584 5 0.00345048
0.0584 6 0.00196393
0.0584 7 0.00095118
0.0584 8 0.000212301
0.0584 9 5.43143e-06
0.0586 1 0.379482
0.0586 2 0.379168
0.0586 3 0.110748
0.0586 4 0.18396
0.0586 5 0.00499021
0.0586 6 0.00293852
0.0586 7 0.000828117
0.0586 8 0.000150647
0.0586 9 3.438e-05
0.0588 1 0.673382
0.0588 2 0.672816
0.0588 3 0.160064
0.0588 4 0.260898
0.0588 5 0.00655395
0.0588 6 0.00367721
0.0588 7 0.000784551
0.0588 8 0.000225973
0.0588 9 8.21721e-05
0.059 1 0.84145
0.059 2 0.840609
0.059 3 0.185014
0.059 4 0.298847
0.059 5 0.00784377
0.059 6 0.00267767
0.059 7 0.000887116
0.059 8 0.000322157
0.059 9 8.1636e-05
0.0592 1 0.597877
0.0592 2 0.597332
0.0592 3 0.129902
0.0592 4 0.222644
0.0592 5 0.00721182
0.0592 6 0.00218778
0.0592 7 0.000819864
0.0592 8 0.000388221
0.0592 9 5.07571e-05
0.0594 1 0.378063
0.0594 2 0.377764
0.0594 3 0.0883604
0.0594 4 0.151849
0.0594 5 0.00661453
0.0594 6 0.00161317
0.0594 7 0.000576094
0.0594 8 0.000298671
0.0594 9 4.64719e-05
0.0596 1 0.233277
0.0596 2 0.23313
0.0596 3 0.0657513
0.0596 4 0.107166
0.0596 5 0.0060885
0.0596 6 0.0013775
0.0596 7 0.000484359
0.0596 8 0.000257186
0.0596 9 4.05041e-05
0.0598 1 0.124483
0.0598 2 0.124467
0.0598 3 0.0521766
0.0598 4 0.0705365
0.0598 5 0.00503151
0.0598 6 0.00114305
0.0598 7 0.000450482
0.0598 8 0.000240777
0.0598 9 2.27198e-05
0.06 1 0.0354288
0.06 2 0.0354364
0.06 3 0.0452699
0.06 4 0.01257
0.06 5 0.000746293
0.06 6 0.00039578
0.06 7 0.0001909
0.06 8 9.6657e-05
0.0602 1 0.0815529
0.0602 2 0.081551
0.0602 3 0.0370608
0.0602 4 0.0421895
0.0602 5 0.00468727
0.0602 6 0.000835668
0.0602 7 0.000367321
0.0602 8 0.000191225
0.0602 9 1.85054e-05
0.0604 1 0.205314
0.0604 2 0.205146
0.0604 3 0.0322024
0.0604 4 0.0439305
0.0604 5 0.00655389
0.0604 6 0.000838434
0.0604 7 0.000408824
0.0604 8 0.000106925
0.0604 9 3.11924e-05
0.0606 1 0.382786
0.0606 2 0.382412
0.0606 3 0.0335112
0.0606 4 0.0318064
0.0606 5 0.00639913
0.0606 6 0.00117045
0.0606 7 0.000372407
0.0606 8 0.000145234
0.0606 9 1.80674e-05
0.0608 1 0.62919
0.0608 2 0.628587
0.0608 3 0.0458389
0.0608 4 0.0374836
0.0608 5 0.0172991
0.0608 6 0.00216202
0.0608 7 0.000532197
0.0608 8 0.000303767
0.0608 9 0.000152387
0.0608 10 1.25446e-05
0.061 1 0.727964
0.061 2 0.727288
0.061 3 0.0606257
0.061 4 0.0726532
0.061 5 0.0228419
0.061 6 0.000574001
0.061 7 0.000391247
0.061 8 2.24187e-06
0.0612 1 0.529265
0.0612 2 0.528803
0.0612 3 0.0513955
0.0612 4 0.0708289
0.0612 5 0.0147952
0.0612 6 0.000738395
0.0612 7 0.000394067
0.0612 8 0.000253889
0.0612 9 4.00546e-05
0.0614 1 0.343456
0.0614 2 0.34314
0.0614 3 0.0398631
0.0614 4 0.0586082
0.0614 5 0.00945795
0.0614 6 0.000659093
0.0614 7 0.000364539
0.0614 8 0.000220468
0.0614 9 3.37886e-05
0.0616 1 0.211263
0.0616 2 0.211065
0.0616 3 0.0320391
0.0616 4 0.0484361
0.0616 5 0.00658197
0.0616 6 0.000660963
0.0616 7 0.000324592
0.0616 8 0.000175961
0.0616 9 2.178e-05
0.0618 1 0.106622
0.0618 2 0.106595
0.0618 3 0.0275565
0.0618 4 0.039093
0.0618 5 0.00484589
0.0618 6 0.000650624
0.0618 7 0.000287292
0.0618 8 0.000147432
0.0618 9 1.86052e-05
0.062 1 0.0194498
0.062 2 0.0194454
0.062 3 0.0269545
0.062 4 0.00473734
0.062 5 0.000432267
0.062 6 0.000160299
0.062 7 5.65777e-05
0.0622 1 0.0983882
0.0622 2 0.0982921
0.0622 3 0.026109
0.0622 4 0.034746
0.0622 5 0.00457787
0.0622 6 0.00085937
0.0622 7 0.000440443
0.0622 8 0.00013347
0.0622 9 1.33247e-05
0.0624 1 0.231932
0.0624 2 0.23171
0.0624 3 0.0329056
0.0624 4 0.0442716
0.0624 5 0.00721259
0.0624 6 0.00152855
0.0624 7 0.000723615
0.0624 8 9.76408e-05
0.0626 1 0.428494
0.0626 2 0.428099
0.0626 3 0.0469151
0.0626 4 0.0592699
0.0626 5 0.0127337
0.0626 6 0.00227095
0.0626 7 0.00106848
0.0626 8 0.000149625
0.0626 9 6.32265e-05
0.0628 1 0.707155
0.0628 2 0.706476
0.0628 3 0.0692543
0.0628 4 0.083597
0.0628 5 0.0234142
0.0628 6 0.00319733
0.0628 7 0.00141047
0.0628 8 0.000153686
0.0628 9 6.13268e-05
0.063 1 0.76455
0.063 2 0.763823
0.063 3 0.0764901
0.063 4 0.101098
0.063 5 0.0258889
0.063 6 0.00430224
0.063 7 0.00170981
0.063 8 9.60213e-05
0.0632 1 0.520054
0.0632 2 0.519548
0.0632 3 0.0632491
0.0632 4 0.09993
0.0632 5 0.0148207
0.0632 6 0.00468253
0.0632 7 0.00135592
0.0632 8 0.000267685
0.0632 9 3.732e-05
0.0634 1 0.329673
0.0634 2 0.329366
0.0634 3 0.0567651
0.0634 4 0.0998937
0.0634 5 0.00837854
0.0634 6 0.00403682
0.0634 7 0.000767978
0.0634 8 0.000177352
0.0634 9 7.38645e-05
0.0636 1 0.198944
0.0636 2 0.198755
0.0636 3 0.0590224
0.0636 4 0.100858
0.0636 5 0.00466967
0.0636 6 0.0025294
0.0636 7 0.000769342
0.0636 8 0.000180674
0.0636 9 7.28963e-05
0.0638 1 0.0961908
0.0638 2 0.0961527
0.0638 3 0.0664647
0.0638 4 0.0672503
0.0638 5 0.00200225
0.0638 6 0.00105553
0.0638 7 0.000600762
0.0638 8 0.000218937
0.0638 9 6.35481e-05
0.064 1 0.0401489
0.064 2 0.0401105
0.064 3 0.0845083
0.064 4 0.00376865
0.064 5 0.00200383
0.064 6 0.000660739
0.064 7 0.000204658
0.064 8 0.000110563
0.064 9 4.82836e-05
0.0642 1 0.131384
0.0642 2 0.13128
0.0642 3 0.111592
0.0642 4 0.0844893
0.0642 5 0.00244252
0.0642 6 0.00146798
0.0642 7 0.000634181
0.0642 8 0.000164482
0.0642 9 5.6079e-05
0.0644 1 0.282098
0.0644 2 0.28197
0.0644 3 0.156221
0.0644 4 0.189289
0.0644 5 0.00430975
0.0644 6 0.0022245
0.0644 7 0.00107179
0.0644 8 0.000318549
0.0644 9 1.63043e-05
0.0646 1 0.53895
0.0646 2 0.538594
0.0646 3 0.23326
0.0646 4 0.327082
0.0646 5 0.00752576
0.0646 6 0.00321728
0.0646 7 0.00165894
0.0646 8 0.00057179
0.0646 9 0.000320165
0.0646 10 0.000115468
0.0646 11 1.46125e-06
0.0648 1 0.997504
0.0648 2 0.996629
0.0648 3 0.348581
0.0648 4 0.517959
0.0648 5 0.0126644
0.0648 6 0.00464254
0.0648 7 0.00244061
0.0648 8 0.000875594
0.0648 9 2.16184e-05
0.065 1 0.956889
0.065 2 0.956025
0.065 3 0.331411
0.065 4 0.503458
0.065 5 0.0133421
0.065 6 0.00460755
0.065 7 0.00225122
0.065 8 0.000975833
0.065 9 3.38339e-05
0.0652 1 0.557113
0.0652 2 0.556639
0.0652 3 0.21855
0.0652 4 0.328948
0.0652 5 0.00976427
0.0652 6 0.00350826
0.0652 7 0.00152073
0.0652 8 0.000707367
0.0652 9 8.70877e-06
0.0654 1 0.333411
0.0654 2 0.333148
0.0654 3 0.151818
0.0654 4 0.214465
0.0654 5 0.00741295
0.0654 6 0.00279408
0.0654 7 0.00117181
0.0654 8 0.000542458
0.0654 9 8.21025e-05
0.0656 1 0.195278
0.0656 2 0.195166
0.0656 3 0.117253
0.0656 4 0.134085
0.0656 5 0.00531805
0.0656 6 0.0021606
0.0656 7 0.000961669
0.0656 8 0.000436967
0.0656 9 6.72136e-05
0.0658 1 0.0928764
0.0658 2 0.0928623
0.0658 3 0.100909
0.0658 4 0.0497365
0.0658 5 0.00282614
0.0658 6 0.00141353
0.0658 7 0.000481823
0.0658 8 0.000180519
0.0658 9 3.46752e-06
0.066 1 0.0605
0.066 2 0.0604684
0.066 3 0.0998885
0.066 4 0.0187381
0.066 5 0.00467501
0.066 6 0.00158039
0.066 7 0.000240451
0.066 8 9.41456e-05
0.0662 1 0.164687
0.0662 2 0.164567
0.0662 3 0.112629
0.0662 4 0.108135
0.0662 5 0.00612703
0.0662 6 0.00223606
0.0662 7 0.000964818
0.0662 8 0.000440379
0.0662 9 7.78552e-05
0.0664 1 0.348245
0.0664 2 0.347935
0.0664 3 0.148466
0.0664 4 0.206717
0.0664 5 0.0150597
0.0664 6 0.00492404
0.0664 7 0.00146482
0.0664 8 0.000607183
0.0664 9 0.000130302
0.0664 10 2.43822e-05
0.0666 1 0.754607
0.0666 2 0.753969
0.0666 3 0.247484
0.0666 4 0.381631
0.0666 5 0.0296544
0.0666 6 0.00859246
0.0666 7 0.00234185
0.0666 8 0.000836561
0.0666 9 0.000241396
0.0666 10 3.74154e-05
0.0668 1 1
0.0668 2 0.99906
0.0668 3 0.33001
0.0668 4 0.523975
0.0668 5 0.0394994
0.0668 6 0.0104076
0.0668 7 0.00295522
0.0668 8 0.00103986
0.0668 9 0.000339937
0.0668 10 4.64108e-05
0.067 1 1
0.067 2 0.999074
0.067 3 0.349406
0.067 4 0.54868
0.067 5 0.0370438
0.067 6 0.0100316
0.067 7 0.00282107
0.067 8 0.00132339
0.067 9 0.000164747
0.067 10 1.94212e-05
0.0672 1 0.549957
0.0672 2 0.549431
0.0672 3 0.223387
0.0672 4 0.329851
0.0672 5 0.019339
0.0672 6 0.00569183
0.0672 7 0.00177835
0.0672 8 0.000832146
0.0672 9 0.000142907
0.0672 10 1.04736e-05
0.0674 1 0.319603
0.0674 2 0.319292
0.0674 3 0.173395
0.0674 4 0.215926
0.0674 5 0.0105555
0.0674 6 0.00350442
0.0674 7 0.00139728
0.0674 8 0.000669244
0.0674 9 5.96106e-05
0.0676 1 0.185629
0.0676 2 0.185438
0.0676 3 0.156638
0.0676 4 0.121552
0.0676 5 0.00483933
0.0676 6 0.00224767
0.0676 7 0.00111784
0.0676 8 0.000361388
0.0676 9 2.38327e-05
0.0678 1 0.0947595
0.0678 2 0.0946498
0.0678 3 0.156646
0.0678 4 0.0261666
0.0678 5 0.00240275
0.0678 6 0.00130195
0.0678 7 0.000464842
0.0678 8 0.0001332
0.0678 9 1.00212e-05
0.068 1 0.0931119
0.068 2 0.0930375
0.068 3 0.17082
0.068 4 0.0179953
0.068 5 0.00245406
0.068 6 0.0011551
0.068 7 0.000404888
0.068 8 0.000139966
0.068 9 1.01605e-05
0.0682 1 0.204487
0.0682 2 0.204374
0.0682 3 0.204402
0.0682 4 0.123355
0.0682 5 0.00400171
0.0682 6 0.00247507
0.0682 7 0.000854137
0.0682 8 0.000123829
0.0682 9 6.49162e-05
0.0684 1 0.412292
0.0684 2 0.412009
0.0684 3 0.280781
0.0684 4 0.283802
0.0684 5 0.00712958
0.0684 6 0.00377338
0.0684 7 0.00163668
0.0684 8 0.000231169
0.0684 9 4.26755e-05
0.0686 1 0.934812
0.0686 2 0.933973
0.0686 3 0.504182
0.0686 4 0.554496
0.0686 5 0.0123792
0.0686 6 0.00598328
0.0686 7 0.00270563
0.0686 8 0.000822875
0.0686 9 5.92439e-05
0.0688 1 1
0.0688 2 0.999018
0.0688 3 0.470649
0.0688 4 0.678115
0.0688 5 0.0149821
0.0688 6 0.00683676
0.0688 7 0.00264924
0.0688 8 0.000977368
0.0688 9 3.47857e-05
0.069 1 0.90515
0.069 2 0.904266
0.069 3 0.40493
0.069 4 0.540208
0.069 5 0.0128853
0.069 6 0.00595695
0.069 7 0.00224531
0.069 8 0.000809383
0.069 9 0.0001354
0.069 10 5.82135e-05
0.0692 1 0.475162
0.0692 2 0.474735
0.0692 3 0.221593
0.0692 4 0.313095
0.0692 5 0.00842824
0.0692 6 0.00397639
0.0692 7 0.0015543
0.0692 8 0.00051322
0.0692 9 0.000119231
0.0692 10 1.56112e-05
0.0694 1 0.281185
0.0694 2 0.28098
0.0694 3 0.15444
0.0694 4 0.197278
0.0694 5 0.00598034
0.0694 6 0.00277336
0.0694 7 0.00122994
0.0694 8 0.000470854
0.0694 9 0.000138919
0.0694 10 2.52062e-05
0.0696 1 0.157271
0.0696 2 0.157186
0.0696 3 0.124701
0.0696 4 0.108548
0.0696 5 0.00368857
0.0696 6 0.00176559
0.0696 7 0.00086096
0.0696 8 0.000319076
0.0696 9 8.02225e-06
0.0698 1 0.0689442
0.0698 2 0.0689396
0.0698 3 0.114451
0.0698 4 0.0209352
0.0698 5 0.00457172
0.0698 6 0.0016627
0.0698 7 0.000299708
0.0698 8 0.000112137
0.0698 9 2.09168e-05
0.07 1 0.0895936
0.07 2 0.0895609
0.07 3 0.118287
0.07 4 0.0390717
0.07 5 0.00333698
0.07 6 0.00165233
0.07 7 0.000404005
0.07 8 0.000154061
0.07 9 2.32024e-05
0.0702 1 0.212316
0.0702 2 0.212233
0.0702 3 0.138925
0.0702 4 0.139222
0.0702 5 0.00771406
0.0702 6 0.00256292
0.0702 7 0.00110951
0.0702 8 0.000518929
0.0702 9 1.09705e-05
0.0704 1 0.411064
0.0704 2 0.410786
0.0704 3 0.183232
0.0704 4 0.234968
0.0704 5 0.015996
0.0704 6 0.0043026
0.0704 7 0.00142962
0.0704 8 0.00068925
