Time outerCorrector residual
0.0232 4 0.179396
0.0232 5 0.00359946
0.0232 6 0.00235177
0.0232 7 0.000532289
0.0232 8 0.000170769
0.0232 9 4.66201e-05
0.0234 1 0.80968
0.0234 2 0.808955
0.0234 3 0.162142
0.0234 4 0.301673
0.0234 5 0.0103419
0.0234 6 0.00563948
0.0234 7 0.00140692
0.0234 8 0.000584891
0.0234 9 0.000205385
0.0234 10 4.05863e-05
0.0236 1 1
0.0236 2 0.999104
0.0236 3 0.193689
0.0236 4 0.361552
0.0236 5 0.0158953
0.0236 6 0.00651192
0.0236 7 0.000871451
0.0236 8 0.00025887
0.0236 9 9.34642e-05
0.0238 1 0.806408
0.0238 2 0.805584
0.0238 3 0.153397
0.0238 4 0.286041
0.0238 5 0.0125707
0.0238 6 0.00673266
0.0238 7 0.0016394
0.0238 8 0.000715864
0.0238 9 0.000223989
0.0238 10 1.05662e-05
0.024 1 0.44578
0.024 2 0.445343
0.024 3 0.0963821
0.024 4 0.178565
0.024 5 0.00680269
0.024 6 0.00440195
0.024 7 0.00222231
0.024 8 0.000943635
0.024 9 0.000284828
0.024 10 7.01854e-05
0.0242 1 0.264459
0.0242 2 0.264222
0.0242 3 0.0732658
0.0242 4 0.130468
0.0242 5 0.00410059
0.0242 6 0.00252178
0.0242 7 0.000581917
0.0242 8 9.41869e-05
0.0244 1 0.141834
0.0244 2 0.141757
0.0244 3 0.0632753
0.0244 4 0.0929168
0.0244 5 0.00306641
0.0244 6 0.00156233
0.0244 7 0.00071304
0.0244 8 0.000276087
0.0244 9 8.08749e-05
0.0246 1 0.0451569
0.0246 2 0.0451615
0.0246 3 0.0637388
0.0246 4 0.0169953
0.0246 5 0.00222221
0.0246 6 0.000916568
0.0246 7 0.000267006
0.0246 8 8.94422e-05
0.0248 1 0.0849349
0.0248 2 0.0848524
0.0248 3 0.0735156
0.0248 4 0.0518287
0.0248 5 0.00259963
0.0248 6 0.00106848
0.0248 7 0.000521755
0.0248 8 0.000232351
0.0248 9 1.21714e-05
0.025 1 0.223905
0.025 2 0.223757
0.025 3 0.0958539
0.025 4 0.131232
0.025 5 0.00936742
0.025 6 0.00229257
0.025 7 0.000830889
0.025 8 0.000411084
0.025 9 7.05439e-05
0.0252 1 0.46492
0.0252 2 0.464537
0.0252 3 0.142637
0.0252 4 0.218981
0.0252 5 0.018665
0.0252 6 0.00361563
0.0252 7 0.00117081
0.0252 8 0.000541016
0.0252 9 0.000199686
0.0252 10 2.31757e-06
0.0254 1 1
0.0254 2 0.999075
0.0254 3 0.266605
0.0254 4 0.422332
0.0254 5 0.0396779
0.0254 6 0.00685489
0.0254 7 0.00223475
0.0254 8 0.000968596
0.0254 9 0.00115568
0.0254 10 0.000726829
0.0254 11 0.000255435
0.0254 12 0.000110137
0.0254 13 7.416e-05
0.0256 1 1
0.0256 2 0.999038
0.0256 3 0.245076
0.0256 4 0.394319
0.0256 5 0.0381653
0.0256 6 0.00651491
0.0256 7 0.00199132
0.0256 8 0.000966347
0.0256 9 0.0014011
0.0256 10 0.000890409
0.0256 11 0.00130325
0.0256 12 0.000781686
0.0256 13 0.00130475
0.0256 14 0.0008183
0.0256 15 0.00134985
0.0256 16 0.000840232
0.0256 17 0.00139119
0.0256 18 0.000878702
0.0256 19 0.00150372
0.0256 20 0.000947881
0.0258 1 0.801266
0.0258 2 0.80048
0.0258 3 0.194576
0.0258 4 0.316098
0.0258 5 0.0296737
0.0258 6 0.00534596
0.0258 7 0.00156852
0.0258 8 0.000655133
0.0258 9 0.000177909
0.0258 10 5.37839e-05
0.026 1 0.426321
0.026 2 0.425912
0.026 3 0.111926
0.026 4 0.18251
0.026 5 0.0158419
0.026 6 0.00361335
0.026 7 0.00100207
0.026 8 0.000386707
0.026 9 0.000129025
0.026 10 1.22541e-05
0.0262 1 0.248411
0.0262 2 0.248185
0.0262 3 0.0813192
0.0262 4 0.12866
0.0262 5 0.00955818
0.0262 6 0.00296693
0.0262 7 0.000862559
0.0262 8 0.000352557
0.0262 9 6.78129e-05
0.0264 1 0.128119
0.0264 2 0.128008
0.0264 3 0.0696044
0.0264 4 0.0863303
0.0264 5 0.00471615
0.0264 6 0.00193601
0.0264 7 0.000726593
0.0264 8 0.000323057
0.0264 9 0.00012096
0.0264 10 2.96619e-05
0.0266 1 0.0401965
0.0266 2 0.0401278
0.0266 3 0.0696546
0.0266 4 0.0124299
0.0266 5 0.00388124
0.0266 6 0.00115253
0.0266 7 0.000172504
0.0266 8 5.77035e-05
0.0268 1 0.107589
0.0268 2 0.107485
0.0268 3 0.0815412
0.0268 4 0.0761303
0.0268 5 0.00219097
0.0268 6 0.00123296
0.0268 7 0.000578977
0.0268 8 0.000160869
0.0268 9 2.69281e-05
0.027 1 0.260353
0.027 2 0.260114
0.027 3 0.110542
0.027 4 0.169337
0.027 5 0.00540964
0.027 6 0.00297525
0.027 7 0.000745502
0.027 8 0.000235521
0.027 9 6.65151e-05
0.0272 1 0.551471
0.0272 2 0.550982
0.0272 3 0.182473
0.0272 4 0.311048
0.0272 5 0.00892434
0.0272 6 0.00460462
0.0272 7 0.000797598
0.0272 8 0.000340287
0.0272 9 3.11317e-05
0.0274 1 1
0.0274 2 0.999148
0.0274 3 0.309115
0.0274 4 0.539589
0.0274 5 0.011882
0.0274 6 0.00583415
0.0274 7 0.00117959
0.0274 8 0.000424241
0.0274 9 3.22101e-05
0.0276 1 1
0.0276 2 0.99917
0.0276 3 0.313868
0.0276 4 0.542922
0.0276 5 0.00905728
0.0276 6 0.00453935
0.0276 7 0.00184588
0.0276 8 0.00249742
0.0276 9 0.00156726
0.0276 10 0.00248694
0.0276 11 0.000788825
0.0276 12 0.000450575
0.0276 13 0.000525811
0.0276 14 0.000293286
0.0276 15 6.26148e-05
0.0278 1 0.714358
0.0278 2 0.71368
0.0278 3 0.246675
0.0278 4 0.408404
0.0278 5 0.00620491
0.0278 6 0.00309143
0.0278 7 0.00127215
0.0278 8 0.000413671
0.0278 9 3.95793e-05
0.028 1 0.391072
0.028 2 0.39075
0.028 3 0.160872
0.028 4 0.246496
0.028 5 0.00468713
0.028 6 0.00209831
0.028 7 0.000986548
0.028 8 0.000365763
0.028 9 0.000182422
0.028 10 0.000122577
0.028 11 3.0847e-05
0.0282 1 0.22858
0.0282 2 0.228436
0.0282 3 0.126625
0.0282 4 0.15827
0.0282 5 0.0041519
0.0282 6 0.00182102
0.0282 7 0.000849277
0.0282 8 0.000327056
0.0282 9 8.29482e-06
0.0284 1 0.116059
0.0284 2 0.116035
0.0284 3 0.110855
0.0284 4 0.0709465
0.0284 5 0.0025121
0.0284 6 0.00136413
0.0284 7 0.000585783
0.0284 8 0.0001638
0.0284 9 4.6952e-05
0.0286 1 0.0505181
0.0286 2 0.050471
0.0286 3 0.104543
0.0286 4 0.00699261
0.0286 5 0.00152265
0.0286 6 0.000283128
0.0286 7 9.53888e-05
0.0288 1 0.131159
0.0288 2 0.131084
0.0288 3 0.104031
0.0288 4 0.0846549
0.0288 5 0.00394761
0.0288 6 0.00152969
0.0288 7 0.000732623
0.0288 8 0.000321897
0.0288 9 3.16695e-05
0.029 1 0.291683
0.029 2 0.291487
0.029 3 0.115259
0.029 4 0.165482
0.029 5 0.0105255
0.029 6 0.00275485
0.029 7 0.000894248
0.029 8 0.000445433
0.029 9 7.0376e-05
0.0292 1 0.608401
0.0292 2 0.607862
0.0292 3 0.153937
0.0292 4 0.240268
0.0292 5 0.0205319
0.0292 6 0.00472673
0.0292 7 0.00127961
0.0292 8 0.000450228
0.0292 9 0.00015874
0.0292 10 1.52962e-05
0.0294 1 1
0.0294 2 0.999061
0.0294 3 0.188766
0.0294 4 0.310703
0.0294 5 0.0359312
0.0294 6 0.0073627
0.0294 7 0.00226927
0.0294 8 0.000494981
0.0294 9 0.000173585
0.0294 10 6.85863e-05
0.0296 1 1
0.0296 2 0.999022
0.0296 3 0.163283
0.0296 4 0.258326
0.0296 5 0.0371191
0.0296 6 0.00729499
0.0296 7 0.00248641
0.0296 8 0.000368684
0.0296 9 0.000124903
0.0296 10 7.27775e-05
0.0298 1 0.598188
0.0298 2 0.597604
0.0298 3 0.094627
0.0298 4 0.144121
0.0298 5 0.023451
0.0298 6 0.00507769
0.0298 7 0.00173251
0.0298 8 0.000189897
0.0298 9 6.91861e-05
0.03 1 0.343992
0.03 2 0.343668
0.03 3 0.0610024
0.03 4 0.0937747
0.03 5 0.0141721
0.03 6 0.00382999
0.03 7 0.00117883
0.03 8 0.00016173
0.03 9 6.2053e-05
0.0302 1 0.198019
0.0302 2 0.197837
0.0302 3 0.0485328
0.0302 4 0.0758198
0.0302 5 0.00904567
0.0302 6 0.00328428
0.0302 7 0.000855047
0.0302 8 0.000287125
0.0302 9 5.71846e-05
0.0304 1 0.0887444
0.0304 2 0.0886595
0.0304 3 0.0469943
0.0304 4 0.0564613
0.0304 5 0.00392155
0.0304 6 0.00168685
0.0304 7 0.000661445
0.0304 8 0.000272793
0.0304 9 6.72287e-05
0.0306 1 0.0352445
0.0306 2 0.0352133
0.0306 3 0.054049
0.0306 4 0.0123203
0.0306 5 0.00300044
0.0306 6 0.00105215
0.0306 7 0.000190957
0.0306 8 6.4435e-05
0.0308 1 0.144842
0.0308 2 0.144762
0.0308 3 0.0726498
0.0308 4 0.096977
0.0308 5 0.0032796
0.0308 6 0.00142144
0.0308 7 0.000668138
0.0308 8 0.000307352
0.0308 9 2.67411e-06
0.031 1 0.314804
0.031 2 0.314577
0.031 3 0.111453
0.031 4 0.174586
0.031 5 0.00438478
0.031 6 0.00166408
0.031 7 0.000760842
0.031 8 0.000347727
0.031 9 3.83808e-05
0.0312 1 0.630049
0.0312 2 0.629578
0.0312 3 0.194702
0.0312 4 0.296419
0.0312 5 0.00731652
0.0312 6 0.00218927
0.0312 7 0.0011333
0.0312 8 0.000367032
0.0312 9 3.54789e-05
0.0314 1 1
0.0314 2 0.999147
0.0314 3 0.294523
0.0314 4 0.461467
0.0314 5 0.0131517
0.0314 6 0.00339691
0.0314 7 0.00210329
0.0314 8 0.000564087
0.0314 9 1.92519e-05
0.0316 1 0.876818
0.0316 2 0.875999
0.0316 3 0.255534
0.0316 4 0.384927
0.0316 5 0.0117835
0.0316 6 0.00287462
0.0316 7 0.00178149
0.0316 8 0.000502542
0.0316 9 2.9209e-05
0.0318 1 0.500587
0.0318 2 0.500167
0.0318 3 0.149184
0.0318 4 0.241597
0.0318 5 0.00719321
0.0318 6 0.00187361
0.0318 7 0.00109142
0.0318 8 0.000348397
0.0318 9 3.98013e-05
0.032 1 0.30204
0.032 2 0.301783
0.032 3 0.0962423
0.032 4 0.156964
0.032 5 0.00398134
0.032 6 0.00125444
0.032 7 0.000690587
0.032 8 0.000238602
0.032 9 2.53691e-06
0.0322 1 0.172013
0.0322 2 0.171888
0.0322 3 0.0648644
0.0322 4 0.101307
0.0322 5 0.00186728
0.0322 6 0.000896916
0.0322 7 0.000427417
0.0322 8 0.000160147
0.0322 9 2.31524e-06
0.0324 1 0.0671079
0.0324 2 0.0670674
0.0324 3 0.0432693
0.0324 4 0.0475203
0.0324 5 0.00120308
0.0324 6 0.000638241
0.0324 7 0.000319619
0.0324 8 0.00010936
0.0324 9 4.40611e-06
0.0326 1 0.0411256
0.0326 2 0.0410845
0.0326 3 0.0292097
0.0326 4 0.0287256
0.0326 5 0.00116408
0.0326 6 0.000455151
0.0326 7 0.000251671
0.0326 8 0.000103479
0.0326 9 1.13956e-05
0.0328 1 0.160435
0.0328 2 0.160278
0.0328 3 0.0207695
0.0328 4 0.0342782
0.0328 5 0.0033421
0.0328 6 0.00179286
0.0328 7 0.000559312
0.0328 8 0.000196564
0.0328 9 0.000131207
0.0328 10 5.66983e-05
0.033 1 0.334348
0.033 2 0.334026
0.033 3 0.0307541
0.033 4 0.0169289
0.033 5 0.00480356
0.033 6 0.00152206
0.033 7 0.000457471
0.033 8 0.000222761
0.033 9 0.000241394
0.033 10 0.000154438
0.033 11 1.80305e-05
0.0332 1 0.639815
0.0332 2 0.63921
0.0332 3 0.0688059
0.0332 4 0.0739679
0.0332 5 0.0257237
0.0332 6 0.00196624
0.0332 7 0.00117458
0.0332 8 0.000508425
0.0332 9 0.000138081
0.0332 10 4.66431e-05
0.0334 1 1
0.0334 2 0.999001
0.0334 3 0.119475
0.0334 4 0.155361
0.0334 5 0.0385348
0.0334 6 0.00533775
0.0334 7 0.00367637
0.0334 8 0.00513449
0.0334 9 0.00139709
0.0334 10 0.000425637
0.0334 11 5.41264e-05
0.0336 1 0.750308
0.0336 2 0.749594
0.0336 3 0.0872481
0.0336 4 0.120554
0.0336 5 0.0253833
0.0336 6 0.00208316
0.0336 7 0.00141092
0.0336 8 0.000972271
0.0336 9 0.000454524
0.0336 10 0.000216255
0.0336 11 0.000150955
0.0336 12 0.000183214
0.0336 13 3.05123e-05
0.0338 1 0.447313
0.0338 2 0.446892
0.0338 3 0.0493634
0.0338 4 0.0703618
0.0338 5 0.013323
0.0338 6 0.000844851
0.0338 7 0.000465529
0.0338 8 0.000244388
0.0338 9 7.19456e-05
0.034 1 0.271858
0.034 2 0.2716
0.034 3 0.0278575
0.034 4 0.0392011
0.034 5 0.00736074
0.034 6 0.000905049
0.034 7 0.000367536
0.034 8 0.000131787
0.034 9 3.88255e-05
0.0342 1 0.15034
0.0342 2 0.150197
0.0342 3 0.0171774
0.0342 4 0.0229733
0.0342 5 0.00434993
0.0342 6 0.00091033
0.0342 7 0.000497209
0.0342 8 7.258e-05
0.0344 1 0.048795
0.0344 2 0.0487579
0.0344 3 0.0138458
0.0344 4 0.0118208
0.0344 5 0.00241668
0.0344 6 0.000733568
0.0344 7 0.000232537
0.0344 8 4.77126e-05
0.0346 1 0.0604116
0.0346 2 0.0603821
0.0346 3 0.0197762
0.0346 4 0.0151982
0.0346 5 0.00378848
0.0346 6 0.00051543
0.0346 7 0.000240189
0.0346 8 0.000118684
0.0346 9 5.27118e-05
0.0348 1 0.18485
0.0348 2 0.184726
0.0348 3 0.028147
0.0348 4 0.028728
0.0348 5 0.00894839
0.0348 6 0.000633624
0.0348 7 0.000319659
0.0348 8 0.000195767
0.0348 9 0.000101618
0.0348 10 8.5748e-05
0.035 1 0.370404
0.035 2 0.370079
0.035 3 0.0388021
0.035 4 0.0361042
0.035 5 0.0145289
0.035 6 0.00114933
0.035 7 0.00042285
0.035 8 0.000238886
0.035 9 0.000144261
0.035 10 8.99748e-05
0.0352 1 0.698883
0.0352 2 0.698217
0.0352 3 0.0576483
0.0352 4 0.0406852
0.0352 5 0.0206905
0.0352 6 0.00359735
0.0352 7 0.00077909
0.0352 8 0.000426852
0.0352 9 0.000205603
0.0352 10 1.13358e-05
0.0354 1 1
0.0354 2 0.999035
0.0354 3 0.0769099
0.0354 4 0.0532776
0.0354 5 0.0210809
0.0354 6 0.00148225
0.0354 7 0.000217653
0.0354 8 0.00013436
0.0354 9 7.57437e-05
0.0356 1 0.690513
0.0356 2 0.689832
0.0356 3 0.0609566
0.0356 4 0.0669967
0.0356 5 0.0189339
0.0356 6 0.00230357
0.0356 7 0.00073738
0.0356 8 0.000131478
0.0356 9 6.66581e-05
0.0358 1 0.415263
0.0358 2 0.414905
0.0358 3 0.0503367
0.0358 4 0.070975
0.0358 5 0.0119739
0.0358 6 0.00166474
0.0358 7 0.000676432
0.0358 8 0.000135837
0.0358 9 5.87644e-05
0.036 1 0.25237
0.036 2 0.25219
0.036 3 0.0498619
0.036 4 0.0771362
0.036 5 0.00910878
0.036 6 0.00140204
0.036 7 0.000470599
0.036 8 0.000199456
0.036 9 6.42534e-05
0.0362 1 0.13662
0.0362 2 0.136574
0.0362 3 0.0539648
0.0362 4 0.07201
0.0362 5 0.00671048
0.0362 6 0.00129308
0.0362 7 0.00049036
0.0362 8 0.000255246
0.0362 9 4.33468e-05
0.0364 1 0.0465335
0.0364 2 0.0465288
0.0364 3 0.0630189
0.0364 4 0.0158643
0.0364 5 0.000786755
0.0364 6 0.000487057
0.0364 7 0.000487714
0.0364 8 0.000313094
0.0364 9 0.000186923
0.0364 10 7.17379e-05
0.0366 1 0.0864759
0.0366 2 0.0864596
0.0366 3 0.0729965
0.0366 4 0.050705
0.0366 5 0.00287543
0.0366 6 0.00107151
0.0366 7 0.000558568
0.0366 8 0.000252083
0.0366 9 1.83981e-05
0.0368 1 0.219052
0.0368 2 0.21892
0.0368 3 0.0925069
0.0368 4 0.131173
0.0368 5 0.00629789
0.0368 6 0.00170529
0.0368 7 0.000735231
0.0368 8 0.000366988
0.0368 9 2.72181e-05
0.037 1 0.437672
0.037 2 0.437385
0.037 3 0.129747
0.037 4 0.217312
0.037 5 0.00779166
0.037 6 0.00217788
0.037 7 0.000866933
0.037 8 0.000441992
0.037 9 3.4822e-05
0.0372 1 0.900676
0.0372 2 0.899919
0.0372 3 0.209476
0.0372 4 0.373728
0.0372 5 0.00990652
0.0372 6 0.00329095
0.0372 7 0.00125604
0.0372 8 0.000547967
0.0372 9 6.35407e-05
0.0374 1 1
0.0374 2 0.99904
0.0374 3 0.232373
0.0374 4 0.425926
0.0374 5 0.0102983
0.0374 6 0.00445601
0.0374 7 0.00112201
0.0374 8 0.000403882
0.0374 9 0.000116734
0.0374 10 2.01665e-05
0.0376 1 0.707513
0.0376 2 0.70683
0.0376 3 0.158728
0.0376 4 0.292659
0.0376 5 0.00848031
0.0376 6 0.00493838
0.0376 7 0.00113694
0.0376 8 0.000514495
0.0376 9 0.000108994
0.0376 10 1.02031e-06
0.0378 1 0.403777
0.0378 2 0.403381
0.0378 3 0.105056
0.0378 4 0.18997
0.0378 5 0.00620215
0.0378 6 0.00390486
0.0378 7 0.000714537
0.0378 8 0.000386128
0.0378 9 6.69453e-05
0.038 1 0.239576
0.038 2 0.239335
0.038 3 0.0827436
0.038 4 0.138509
0.038 5 0.00445796
0.038 6 0.00269694
0.038 7 0.000780521
0.038 8 0.000133618
0.038 9 8.64984e-05
0.0382 1 0.123658
0.0382 2 0.123536
0.0382 3 0.0732165
0.0382 4 0.088369
0.0382 5 0.00236764
0.0382 6 0.00135556
0.0382 7 0.000737008
0.0382 8 0.000153795
0.0382 9 1.18303e-05
0.0384 1 0.0391121
0.0384 2 0.0390762
0.0384 3 0.0738661
0.0384 4 0.00916233
0.0384 5 0.00428833
0.0384 6 0.000643287
0.0384 7 0.000125279
0.0384 8 5.90229e-05
0.0386 1 0.10864
0.0386 2 0.108533
0.0386 3 0.0853639
0.0386 4 0.0741826
0.0386 5 0.0024526
0.0386 6 0.00123899
0.0386 7 0.000638891
0.0386 8 0.000235471
0.0386 9 1.77949e-05
0.0388 1 0.259549
0.0388 2 0.259391
0.0388 3 0.113315
0.0388 4 0.164827
0.0388 5 0.00669848
0.0388 6 0.00261301
0.0388 7 0.00102303
0.0388 8 0.000468444
0.0388 9 0.000149929
0.0388 10 3.03702e-05
0.039 1 0.539589
0.039 2 0.53918
0.039 3 0.176762
0.039 4 0.285619
0.039 5 0.0141621
0.039 6 0.00426864
0.039 7 0.00134836
0.039 8 0.000641561
0.039 9 0.000119039
0.039 10 1.45173e-05
0.0392 1 1
0.0392 2 0.999118
0.0392 3 0.303263
0.0392 4 0.50063
0.0392 5 0.0288819
0.0392 6 0.00695505
0.0392 7 0.00197589
0.0392 8 0.000912382
0.0392 9 0.00016533
0.0392 10 3.17385e-05
0.0394 1 1
0.0394 2 0.999142
0.0394 3 0.29598
0.0394 4 0.485822
0.0394 5 0.0311805
0.0394 6 0.00690468
0.0394 7 0.00207138
0.0394 8 0.000990165
0.0394 9 0.000270757
0.0394 10 6.57096e-05
0.0396 1 0.698255
0.0396 2 0.697592
0.0396 3 0.216575
0.0396 4 0.34748
0.0396 5 0.0233573
0.0396 6 0.0052768
0.0396 7 0.00158471
0.0396 8 0.00074216
0.0396 9 0.000220857
0.0396 10 4.14832e-06
0.0398 1 0.386088
0.0398 2 0.385723
0.0398 3 0.140342
0.0398 4 0.213749
0.0398 5 0.0141911
0.0398 6 0.0035397
0.0398 7 0.00111097
0.0398 8 0.00053484
0.0398 9 0.000122205
0.0398 10 2.57013e-06
0.04 1 0.225082
0.04 2 0.224896
0.04 3 0.109482
0.04 4 0.143752
0.04 5 0.00891892
0.04 6 0.00259385
0.04 7 0.000949403
0.04 8 0.000462899
0.04 9 4.60145e-05
0.0402 1 0.112341
0.0402 2 0.112251
0.0402 3 0.096696
0.0402 4 0.0710389
0.0402 5 0.00354697
0.0402 6 0.00146352
0.0402 7 0.000720483
0.0402 8 0.000289572
0.0402 9 4.91856e-05
0.0404 1 0.0479539
0.0404 2 0.0478803
0.0404 3 0.0956962
0.0404 4 0.0100098
0.0404 5 0.0032884
0.0404 6 0.000766541
0.0404 7 0.000147178
0.0404 8 3.187e-05
0.0406 1 0.136159
0.0406 2 0.136019
0.0406 3 0.107475
0.0406 4 0.0920652
0.0406 5 0.0036488
0.0406 6 0.001637
0.0406 7 0.000766262
0.0406 8 0.000292989
0.0406 9 2.74956e-05
0.0408 1 0.303569
0.0408 2 0.303268
0.0408 3 0.13926
0.0408 4 0.199097
0.0408 5 0.00814563
0.0408 6 0.00293366
0.0408 7 0.00101073
0.0408 8 0.000382514
0.0408 9 8.99307e-05
0.041 1 0.652974
0.041 2 0.652384
0.041 3 0.229431
0.041 4 0.367055
0.041 5 0.0138957
0.041 6 0.00527748
0.041 7 0.00146895
0.041 8 0.000562049
0.041 9 0.000156168
0.041 10 2.43623e-06
0.0412 1 1
0.0412 2 0.999083
0.0412 3 0.318654
0.0412 4 0.545154
0.0412 5 0.0186083
0.0412 6 0.00706655
0.0412 7 0.00193331
0.0412 8 0.0007142
0.0412 9 0.000221096
0.0412 10 1.16801e-05
0.0414 1 1
0.0414 2 0.999
0.0414 3 0.32067
0.0414 4 0.548193
0.0414 5 0.0166957
0.0414 6 0.00646573
0.0414 7 0.00188998
0.0414 8 0.00072502
0.0414 9 0.000193071
0.0414 10 6.00639e-06
0.0416 1 0.618262
0.0416 2 0.617665
0.0416 3 0.219791
0.0416 4 0.358485
0.0416 5 0.00971255
0.0416 6 0.00405638
0.0416 7 0.0013645
0.0416 8 0.000541048
0.0416 9 0.0001733
0.0416 10 3.51314e-05
0.0418 1 0.350163
0.0418 2 0.349881
0.0418 3 0.152838
0.0418 4 0.22833
0.0418 5 0.00593533
0.0418 6 0.00250258
0.0418 7 0.00104555
0.0418 8 0.000461524
0.0418 9 9.40643e-05
0.042 1 0.202714
0.042 2 0.202577
0.042 3 0.126561
0.042 4 0.14414
0.042 5 0.00404151
0.042 6 0.00184795
0.042 7 0.000868196
0.042 8 0.000339899
0.042 9 0.000195716
0.042 10 7.36655e-05
0.0422 1 0.09794
0.0422 2 0.0979246
0.0422 3 0.117005
0.0422 4 0.0495396
0.0422 5 0.00236859
0.0422 6 0.00134161
0.0422 7 0.000454069
0.0422 8 0.000126838
0.0422 9 2.80234e-06
0.0424 1 0.0607205
0.0424 2 0.0607016
0.0424 3 0.119243
0.0424 4 0.00878696
0.0424 5 0.00196905
0.0424 6 0.000610254
0.0424 7 0.000208057
0.0424 8 7.43137e-05
0.0426 1 0.160447
0.0426 2 0.16035
0.0426 3 0.129479
0.0426 4 0.105388
0.0426 5 0.00388421
0.0426 6 0.00179638
0.0426 7 0.00086995
0.0426 8 0.000315247
0.0426 9 3.50217e-05
0.0428 1 0.336721
0.0428 2 0.336513
0.0428 3 0.157648
0.0428 4 0.209767
0.0428 5 0.00881282
0.0428 6 0.00286166
0.0428 7 0.00115867
0.0428 8 0.000567643
0.0428 9 3.1504e-05
0.043 1 0.695569
0.043 2 0.69501
0.043 3 0.229569
0.043 4 0.333148
0.043 5 0.0163448
0.043 6 0.00464794
0.043 7 0.00144202
0.043 8 0.000684492
0.043 9 0.000126356
0.043 10 1.036e-05
0.0432 1 1
0.0432 2 0.999131
0.0432 3 0.261263
0.0432 4 0.451096
0.0432 5 0.0262951
0.0432 6 0.00698822
0.0432 7 0.0017818
0.0432 8 0.000652104
0.0432 9 0.000200825
0.0432 10 3.11432e-05
0.0434 1 0.940259
0.0434 2 0.939356
0.0434 3 0.212126
0.0434 4 0.343383
0.0434 5 0.0235054
0.0434 6 0.00706671
0.0434 7 0.00176216
0.0434 8 0.000507034
0.0434 9 0.000155239
0.0434 10 3.40081e-05
0.0436 1 0.506774
0.0436 2 0.506273
0.0436 3 0.110978
0.0436 4 0.190547
0.0436 5 0.0146857
0.0436 6 0.00513482
0.0436 7 0.00123676
0.0436 8 0.000375128
0.0436 9 8.41694e-05
0.0438 1 0.301334
0.0438 2 0.301038
0.0438 3 0.074067
0.0438 4 0.125449
0.0438 5 0.0100835
0.0438 6 0.00402189
0.0438 7 0.000948203
0.0438 8 0.000295444
0.0438 9 8.64575e-05
0.044 1 0.170888
0.044 2 0.170741
0.044 3 0.0583193
0.044 4 0.090551
0.044 5 0.00692568
0.044 6 0.0030773
0.044 7 0.000805658
0.044 8 0.000282301
0.044 9 0.000124
0.044 10 5.3705e-05
0.0442 1 0.069228
0.0442 2 0.0691645
0.0442 3 0.0535504
0.0442 4 0.0449128
0.0442 5 0.00212423
0.0442 6 0.000904003
0.0442 7 0.000441512
0.0442 8 0.000203151
0.0442 9 6.51333e-07
0.0444 1 0.0529381
0.0444 2 0.0528861
0.0444 3 0.0581433
0.0444 4 0.0287033
0.0444 5 0.0023391
0.0444 6 0.00106535
0.0444 7 0.000271566
0.0444 8 0.000118603
0.0444 9 3.19391e-06
0.0446 1 0.168915
0.0446 2 0.168774
0.0446 3 0.0716025
0.0446 4 0.103794
0.0446 5 0.004873
0.0446 6 0.00208539
0.0446 7 0.000814756
0.0446 8 0.000354866
0.0446 9 8.6857e-05
0.0448 1 0.344529
0.0448 2 0.344299
0.0448 3 0.104223
0.0448 4 0.16885
0.0448 5 0.00688221
0.0448 6 0.00245681
0.0448 7 0.000874591
0.0448 8 0.000421265
0.0448 9 0.000107875
0.0448 10 1.94303e-05
0.045 1 0.646598
0.045 2 0.646014
0.045 3 0.172068
0.045 4 0.268131
0.045 5 0.0103714
0.045 6 0.00283661
0.045 7 0.000957825
0.045 8 0.00048024
0.045 9 6.9139e-05
0.0452 1 0.943574
0.0452 2 0.942702
0.0452 3 0.246031
0.0452 4 0.360913
0.0452 5 0.0149751
0.0452 6 0.00334043
0.0452 7 0.00149272
0.0452 8 0.000679357
0.0452 9 0.000101795
0.0452 10 2.14639e-05
0.0454 1 0.6941
0.0454 2 0.693443
0.0454 3 0.185741
0.0454 4 0.291791
0.0454 5 0.0128989
0.0454 6 0.00275157
0.0454 7 0.00124954
0.0454 8 0.000610527
0.0454 9 8.50429e-05
0.0456 1 0.428227
0.0456 2 0.427883
0.0456 3 0.124094
0.0456 4 0.199481
0.0456 5 0.00906577
0.0456 6 0.00201568
0.0456 7 0.000926024
0.0456 8 0.00045125
0.0456 9 4.03569e-05
0.0458 1 0.264214
0.0458 2 0.264023
0.0458 3 0.0887522
0.0458 4 0.138389
0.0458 5 0.00609376
0.0458 6 0.00150967
0.0458 7 0.000688384
0.0458 8 0.000323437
0.0458 9 2.8791e-05
0.046 1 0.147048
0.046 2 0.147017
0.046 3 0.0659265
0.046 4 0.0908389
0.046 5 0.0036417
0.046 6 0.00113799
0.046 7 0.000519217
0.046 8 0.00025633
0.046 9 1.99852e-06
0.0462 1 0.0494694
0.0462 2 0.0494248
0.0462 3 0.0501395
0.0462 4 0.027596
0.0462 5 0.00128932
0.0462 6 0.000670786
0.0462 7 0.000294852
0.0462 8 0.000137187
0.0462 9 1.50946e-06
0.0464 1 0.0609056
0.0464 2 0.0608669
0.0464 3 0.0357565
0.0464 4 0.0417154
0.0464 5 0.00148177
0.0464 6 0.000634124
0.0464 7 0.000361498
0.0464 8 0.000205579
0.0464 9 8.1905e-05
